patch,map,agent,win_rate,total_games,wins
5.12,Ascent,phoenix,0.0,1,0
5.12,Ascent,chamber,0.0,1,0
5.12,Ascent,cypher,0.0,1,0
5.12,Bind,fade,100.0,2,2
5.12,Bind,yoru,100.0,1,1
5.12,Bind,raze,50.0,4,2
5.12,Bind,viper,50.0,2,1
5.12,Bind,brimstone,50.0,2,1
5.12,Bind,astra,50.0,2,1
5.12,Bind,skye,33.33,3,1
5.12,Bind,breach,33.33,3,1
5.12,Bind,omen,0.0,1,0
5.12,Breeze,jett,63.64,11,7
5.12,Breeze,reyna,60.0,5,3
5.12,Breeze,viper,58.33,12,7
5.12,Breeze,cypher,58.33,12,7
5.12,Breeze,kayo,57.14,7,4
5.12,Breeze,sova,50.0,14,7
5.12,Breeze,harbor,0.0,3,0
5.12,Breeze,skye,0.0,1,0
5.12,Breeze,yoru,0.0,2,0
5.12,Breeze,breach,0.0,2,0
5.12,Breeze,astra,0.0,1,0
5.12,Fracture,omen,100.0,2,2
5.12,Fracture,killjoy,100.0,1,1
5.12,Fracture,reyna,100.0,2,2
5.12,Fracture,phoenix,100.0,2,2
5.12,Fracture,kayo,66.67,3,2
5.12,Fracture,breach,50.0,8,4
5.12,Fracture,raze,40.0,5,2
5.12,Fracture,neon,40.0,5,2
5.12,Fracture,cypher,33.33,3,1
5.12,Fracture,brimstone,33.33,6,2
5.12,Fracture,fade,0.0,1,0
5.12,Fracture,chamber,0.0,2,0
5.12,Haven,astra,75.0,4,3
5.12,Haven,jett,60.0,10,6
5.12,Haven,breach,60.0,10,6
5.12,Haven,killjoy,50.0,12,6
5.12,Haven,sova,50.0,8,4
5.12,Haven,fade,50.0,4,2
5.12,Haven,omen,37.5,8,3
5.12,Haven,raze,0.0,1,0
5.12,Haven,neon,0.0,1,0
5.12,Haven,reyna,0.0,2,0
5.12,Icebox,breach,100.0,1,1
5.12,Icebox,yoru,100.0,1,1
5.12,Icebox,reyna,100.0,1,1
5.12,Icebox,sage,66.67,3,2
5.12,Icebox,sova,50.0,6,3
5.12,Icebox,viper,50.0,6,3
5.12,Icebox,jett,50.0,4,2
5.12,Icebox,killjoy,40.0,5,2
5.12,Icebox,kayo,0.0,3,0
5.12,Pearl,jett,100.0,1,1
5.12,Pearl,neon,100.0,2,2
5.12,Pearl,breach,100.0,2,2
5.12,Pearl,killjoy,66.67,3,2
5.12,Pearl,fade,60.0,5,3
5.12,Pearl,astra,50.0,6,3
5.12,Pearl,kayo,50.0,2,1
5.12,Pearl,cypher,33.33,3,1
5.12,Pearl,reyna,0.0,1,0
5.12,Pearl,sova,0.0,3,0
5.12,Pearl,phoenix,0.0,2,0
6.0,Ascent,jett,61.54,13,8
6.0,Ascent,sova,53.85,13,7
6.0,Ascent,killjoy,50.0,16,8
6.0,Ascent,omen,50.0,12,6
6.0,Ascent,kayo,50.0,16,8
6.0,Ascent,astra,50.0,4,2
6.0,Ascent,fade,33.33,3,1
6.0,Ascent,neon,0.0,2,0
6.0,Ascent,raze,0.0,1,0
6.0,Bind,viper,100.0,1,1
6.0,Bind,sage,100.0,1,1
6.0,Bind,raze,50.0,2,1
6.0,Bind,skye,50.0,2,1
6.0,Bind,brimstone,50.0,2,1
6.0,Bind,jett,0.0,1,0
6.0,Bind,breach,0.0,1,0
6.0,Breeze,cypher,66.67,3,2
6.0,Breeze,kayo,66.67,3,2
6.0,Breeze,jett,50.0,4,2
6.0,Breeze,viper,50.0,4,2
6.0,Breeze,sova,50.0,4,2
6.0,Breeze,skye,0.0,1,0
6.0,Breeze,chamber,0.0,1,0
6.0,Fracture,viper,75.0,4,3
6.0,Fracture,raze,75.0,4,3
6.0,Fracture,fade,75.0,4,3
6.0,Fracture,astra,66.67,3,2
6.0,Fracture,cypher,66.67,3,2
6.0,Fracture,brimstone,40.0,5,2
6.0,Fracture,killjoy,40.0,5,2
6.0,Fracture,neon,25.0,4,1
6.0,Fracture,breach,25.0,4,1
6.0,Fracture,kayo,25.0,4,1
6.0,Haven,phoenix,100.0,1,1
6.0,Haven,sova,66.67,6,4
6.0,Haven,omen,62.5,8,5
6.0,Haven,killjoy,50.0,10,5
6.0,Haven,jett,50.0,8,4
6.0,Haven,raze,50.0,2,1
6.0,Haven,breach,44.44,9,4
6.0,Haven,fade,33.33,3,1
6.0,Haven,astra,0.0,2,0
6.0,Haven,skye,0.0,1,0
6.0,Icebox,harbor,100.0,1,1
6.0,Icebox,sova,57.14,14,8
6.0,Icebox,jett,55.56,9,5
6.0,Icebox,killjoy,53.85,13,7
6.0,Icebox,viper,50.0,16,8
6.0,Icebox,sage,50.0,14,7
6.0,Icebox,kayo,50.0,6,3
6.0,Icebox,reyna,50.0,2,1
6.0,Icebox,raze,0.0,1,0
6.0,Icebox,brimstone,0.0,1,0
6.0,Icebox,chamber,0.0,1,0
6.0,Icebox,fade,0.0,2,0
6.0,Pearl,neon,100.0,2,2
6.0,Pearl,cypher,100.0,3,3
6.0,Pearl,sage,100.0,1,1
6.0,Pearl,fade,66.67,9,6
6.0,Pearl,raze,66.67,3,2
6.0,Pearl,kayo,54.55,11,6
6.0,Pearl,astra,50.0,14,7
6.0,Pearl,phoenix,50.0,4,2
6.0,Pearl,jett,33.33,6,2
6.0,Pearl,killjoy,33.33,9,3
6.0,Pearl,sova,20.0,5,1
6.0,Pearl,breach,0.0,1,0
6.0,Pearl,chamber,0.0,1,0
6.0,Pearl,skye,0.0,1,0
6.0,Split,skye,100.0,2,2
6.0,Split,killjoy,100.0,2,2
6.0,Split,viper,50.0,4,2
6.0,Split,astra,50.0,4,2
6.0,Split,jett,50.0,4,2
6.0,Split,fade,0.0,2,0
6.0,Split,raze,0.0,2,0
6.01,Ascent,reyna,100.0,1,1
6.01,Ascent,sova,61.9,21,13
6.01,Ascent,jett,56.52,23,13
6.01,Ascent,killjoy,54.17,24,13
6.01,Ascent,omen,52.63,19,10
6.01,Ascent,kayo,48.0,25,12
6.01,Ascent,astra,42.86,7,3
6.01,Ascent,fade,0.0,4,0
6.01,Ascent,viper,0.0,2,0
6.01,Ascent,phoenix,0.0,1,0
6.01,Ascent,cypher,0.0,1,0
6.01,Ascent,skye,0.0,1,0
6.01,Ascent,chamber,0.0,1,0
6.01,Bind,yoru,100.0,1,1
6.01,Bind,astra,66.67,3,2
6.01,Bind,sage,57.14,7,4
6.01,Bind,viper,54.55,11,6
6.01,Bind,raze,50.0,14,7
6.01,Bind,fade,50.0,6,3
6.01,Bind,skye,50.0,12,6
6.01,Bind,breach,50.0,2,1
6.01,Bind,brimstone,45.45,11,5
6.01,Bind,jett,0.0,1,0
6.01,Bind,cypher,0.0,1,0
6.01,Bind,chamber,0.0,1,0
6.01,Breeze,cypher,50.0,2,1
6.01,Breeze,jett,50.0,2,1
6.01,Breeze,viper,50.0,2,1
6.01,Breeze,sova,50.0,2,1
6.01,Breeze,kayo,50.0,2,1
6.01,Fracture,skye,100.0,1,1
6.01,Fracture,chamber,100.0,1,1
6.01,Fracture,neon,85.71,7,6
6.01,Fracture,fade,75.0,4,3
6.01,Fracture,viper,66.67,3,2
6.01,Fracture,omen,60.0,5,3
6.01,Fracture,brimstone,54.55,11,6
6.01,Fracture,breach,50.0,16,8
6.01,Fracture,killjoy,50.0,4,2
6.01,Fracture,raze,43.75,16,7
6.01,Fracture,cypher,41.67,12,5
6.01,Fracture,kayo,14.29,7,1
6.01,Fracture,jett,0.0,1,0
6.01,Fracture,astra,0.0,2,0
6.01,Haven,sova,63.16,19,12
6.01,Haven,astra,62.5,8,5
6.01,Haven,raze,62.5,8,5
6.01,Haven,breach,54.84,31,17
6.01,Haven,jett,50.0,26,13
6.01,Haven,killjoy,50.0,32,16
6.01,Haven,cypher,50.0,4,2
6.01,Haven,neon,50.0,2,1
6.01,Haven,omen,46.43,28,13
6.01,Haven,fade,38.46,13,5
6.01,Haven,skye,20.0,5,1
6.01,Haven,phoenix,0.0,2,0
6.01,Haven,chamber,0.0,2,0
6.01,Icebox,sage,56.52,23,13
6.01,Icebox,jett,55.0,20,11
6.01,Icebox,viper,51.85,27,14
6.01,Icebox,killjoy,51.85,27,14
6.01,Icebox,sova,50.0,28,14
6.01,Icebox,raze,50.0,2,1
6.01,Icebox,reyna,33.33,3,1
6.01,Icebox,omen,33.33,3,1
6.01,Icebox,kayo,25.0,4,1
6.01,Icebox,yoru,0.0,1,0
6.01,Icebox,astra,0.0,1,0
6.01,Icebox,harbor,0.0,1,0
6.01,Pearl,kayo,100.0,3,3
6.01,Pearl,sova,100.0,3,3
6.01,Pearl,jett,80.0,5,4
6.01,Pearl,killjoy,57.14,7,4
6.01,Pearl,neon,50.0,4,2
6.01,Pearl,skye,50.0,2,1
6.01,Pearl,astra,50.0,12,6
6.01,Pearl,viper,33.33,3,1
6.01,Pearl,fade,33.33,6,2
6.01,Pearl,cypher,33.33,3,1
6.01,Pearl,raze,33.33,3,1
6.01,Pearl,breach,28.57,7,2
6.01,Pearl,phoenix,0.0,1,0
6.01,Pearl,reyna,0.0,1,0
6.02,Ascent,cypher,100.0,4,4
6.02,Ascent,breach,100.0,1,1
6.02,Ascent,fade,71.43,7,5
6.02,Ascent,astra,66.67,6,4
6.02,Ascent,jett,50.0,36,18
6.02,Ascent,kayo,50.0,32,16
6.02,Ascent,omen,46.67,30,14
6.02,Ascent,sova,46.43,28,13
6.02,Ascent,killjoy,43.33,30,13
6.02,Ascent,viper,33.33,3,1
6.02,Ascent,skye,33.33,3,1
6.02,Fracture,fade,90.91,11,10
6.02,Fracture,killjoy,65.0,20,13
6.02,Fracture,neon,63.64,11,7
6.02,Fracture,brimstone,59.38,32,19
6.02,Fracture,breach,51.35,37,19
6.02,Fracture,raze,48.39,31,15
6.02,Fracture,jett,40.0,10,4
6.02,Fracture,cypher,36.84,19,7
6.02,Fracture,kayo,31.82,22,7
6.02,Fracture,viper,28.57,7,2
6.02,Fracture,omen,25.0,8,2
6.02,Fracture,astra,0.0,2,0
6.02,Haven,sova,58.06,31,18
6.02,Haven,skye,55.56,9,5
6.02,Haven,astra,53.33,15,8
6.02,Haven,breach,52.27,44,23
6.02,Haven,jett,51.22,41,21
6.02,Haven,omen,50.0,36,18
6.02,Haven,viper,50.0,2,1
6.02,Haven,cypher,50.0,4,2
6.02,Haven,chamber,50.0,2,1
6.02,Haven,raze,50.0,8,4
6.02,Haven,killjoy,48.94,47,23
6.02,Haven,fade,36.36,11,4
6.02,Haven,kayo,28.57,7,2
6.02,Haven,harbor,0.0,1,0
6.02,Haven,phoenix,0.0,1,0
6.02,Haven,reyna,0.0,1,0
6.02,Icebox,cypher,100.0,2,2
6.02,Icebox,chamber,100.0,1,1
6.02,Icebox,sage,60.61,33,20
6.02,Icebox,omen,60.0,5,3
6.02,Icebox,viper,51.02,49,25
6.02,Icebox,killjoy,50.0,46,23
6.02,Icebox,sova,48.89,45,22
6.02,Icebox,jett,47.06,34,16
6.02,Icebox,kayo,46.67,15,7
6.02,Icebox,harbor,38.46,13,5
6.02,Icebox,skye,33.33,3,1
6.02,Icebox,fade,0.0,2,0
6.02,Icebox,raze,0.0,2,0
6.02,Lotus,harbor,100.0,3,3
6.02,Lotus,sage,80.0,5,4
6.02,Lotus,jett,66.67,6,4
6.02,Lotus,chamber,66.67,3,2
6.02,Lotus,killjoy,57.14,28,16
6.02,Lotus,sova,57.14,7,4
6.02,Lotus,neon,55.56,9,5
6.02,Lotus,kayo,53.85,13,7
6.02,Lotus,omen,50.0,26,13
6.02,Lotus,viper,50.0,10,5
6.02,Lotus,breach,46.15,13,6
6.02,Lotus,raze,45.0,20,9
6.02,Lotus,skye,44.44,9,4
6.02,Lotus,fade,38.46,13,5
6.02,Lotus,astra,28.57,7,2
6.02,Lotus,cypher,16.67,6,1
6.02,Lotus,reyna,0.0,2,0
6.02,Pearl,neon,100.0,2,2
6.02,Pearl,phoenix,100.0,2,2
6.02,Pearl,skye,75.0,20,15
6.02,Pearl,yoru,66.67,3,2
6.02,Pearl,raze,66.67,3,2
6.02,Pearl,killjoy,60.0,40,24
6.02,Pearl,viper,54.17,24,13
6.02,Pearl,jett,51.22,41,21
6.02,Pearl,harbor,50.0,14,7
6.02,Pearl,astra,47.73,44,21
6.02,Pearl,sova,46.67,15,7
6.02,Pearl,cypher,42.86,7,3
6.02,Pearl,sage,40.0,5,2
6.02,Pearl,breach,33.33,6,2
6.02,Pearl,omen,33.33,3,1
6.02,Pearl,fade,31.58,19,6
6.02,Pearl,kayo,31.25,32,10
6.02,Split,jett,69.23,13,9
6.02,Split,skye,64.71,17,11
6.02,Split,viper,58.82,17,10
6.02,Split,astra,52.0,25,13
6.02,Split,raze,51.61,31,16
6.02,Split,cypher,45.45,11,5
6.02,Split,omen,42.86,7,3
6.02,Split,sage,41.67,12,5
6.02,Split,breach,33.33,9,3
6.02,Split,kayo,30.0,10,3
6.02,Split,killjoy,25.0,8,2
6.03,Ascent,astra,53.85,13,7
6.03,Ascent,killjoy,51.85,27,14
6.03,Ascent,sova,51.85,27,14
6.03,Ascent,jett,50.0,28,14
6.03,Ascent,kayo,50.0,28,14
6.03,Ascent,omen,46.67,15,7
6.03,Ascent,breach,0.0,1,0
6.03,Ascent,fade,0.0,1,0
6.03,Fracture,omen,100.0,3,3
6.03,Fracture,viper,75.0,4,3
6.03,Fracture,cypher,75.0,4,3
6.03,Fracture,kayo,66.67,3,2
6.03,Fracture,skye,66.67,3,2
6.03,Fracture,fade,57.14,7,4
6.03,Fracture,killjoy,45.45,11,5
6.03,Fracture,raze,44.44,9,4
6.03,Fracture,jett,42.86,7,3
6.03,Fracture,brimstone,40.0,10,4
6.03,Fracture,breach,38.46,13,5
6.03,Fracture,neon,33.33,3,1
6.03,Fracture,astra,33.33,3,1
6.03,Haven,cypher,100.0,2,2
6.03,Haven,astra,66.67,3,2
6.03,Haven,sova,61.9,21,13
6.03,Haven,breach,52.0,25,13
6.03,Haven,jett,50.0,28,14
6.03,Haven,omen,50.0,24,12
6.03,Haven,neon,50.0,2,1
6.03,Haven,killjoy,48.0,25,12
6.03,Haven,skye,16.67,6,1
6.03,Haven,fade,0.0,1,0
6.03,Haven,viper,0.0,2,0
6.03,Haven,harbor,0.0,1,0
6.03,Icebox,sage,70.0,10,7
6.03,Icebox,sova,60.0,15,9
6.03,Icebox,jett,52.94,17,9
6.03,Icebox,viper,50.0,18,9
6.03,Icebox,killjoy,50.0,18,9
6.03,Icebox,harbor,25.0,8,2
6.03,Icebox,fade,0.0,2,0
6.03,Icebox,skye,0.0,1,0
6.03,Icebox,kayo,0.0,1,0
6.03,Lotus,fade,100.0,2,2
6.03,Lotus,harbor,75.0,4,3
6.03,Lotus,jett,71.43,7,5
6.03,Lotus,viper,60.0,10,6
6.03,Lotus,skye,60.0,10,6
6.03,Lotus,killjoy,52.63,19,10
6.03,Lotus,kayo,50.0,2,1
6.03,Lotus,omen,46.67,15,7
6.03,Lotus,breach,40.0,10,4
6.03,Lotus,raze,36.36,11,4
6.03,Lotus,sova,33.33,6,2
6.03,Lotus,neon,0.0,2,0
6.03,Lotus,cypher,0.0,1,0
6.03,Lotus,astra,0.0,1,0
6.03,Pearl,sage,100.0,1,1
6.03,Pearl,jett,57.14,14,8
6.03,Pearl,fade,57.14,7,4
6.03,Pearl,kayo,53.33,15,8
6.03,Pearl,killjoy,50.0,12,6
6.03,Pearl,astra,50.0,16,8
6.03,Pearl,cypher,50.0,2,1
6.03,Pearl,sova,44.44,9,4
6.03,Pearl,viper,0.0,2,0
6.03,Pearl,phoenix,0.0,1,0
6.03,Pearl,yoru,0.0,1,0
6.03,Split,chamber,100.0,1,1
6.03,Split,sage,58.33,12,7
6.03,Split,astra,57.14,21,12
6.03,Split,cypher,53.85,13,7
6.03,Split,skye,52.63,19,10
6.03,Split,viper,50.0,8,4
6.03,Split,raze,47.83,23,11
6.03,Split,jett,42.86,7,3
6.03,Split,killjoy,40.0,5,2
6.03,Split,breach,37.5,8,3
6.03,Split,omen,0.0,2,0
6.03,Split,harbor,0.0,1,0
6.04,Ascent,astra,75.0,4,3
6.04,Ascent,sova,60.0,5,3
6.04,Ascent,killjoy,60.0,5,3
6.04,Ascent,kayo,50.0,6,3
6.04,Ascent,jett,50.0,6,3
6.04,Ascent,breach,0.0,1,0
6.04,Ascent,fade,0.0,1,0
6.04,Ascent,omen,0.0,2,0
6.04,Fracture,kayo,100.0,1,1
6.04,Fracture,jett,50.0,2,1
6.04,Fracture,cypher,50.0,2,1
6.04,Fracture,breach,50.0,2,1
6.04,Fracture,brimstone,50.0,2,1
6.04,Fracture,neon,0.0,1,0
6.04,Haven,killjoy,50.0,2,1
6.04,Haven,omen,50.0,2,1
6.04,Haven,sova,50.0,2,1
6.04,Haven,jett,50.0,2,1
6.04,Haven,breach,50.0,2,1
6.04,Icebox,kayo,100.0,1,1
6.04,Icebox,killjoy,50.0,4,2
6.04,Icebox,sova,50.0,4,2
6.04,Icebox,sage,50.0,4,2
6.04,Icebox,viper,50.0,4,2
6.04,Icebox,jett,33.33,3,1
6.04,Pearl,killjoy,100.0,1,1
6.04,Pearl,fade,100.0,1,1
6.04,Pearl,kayo,50.0,2,1
6.04,Pearl,jett,50.0,2,1
6.04,Pearl,astra,50.0,2,1
6.04,Pearl,sova,0.0,1,0
6.04,Pearl,viper,0.0,1,0
6.04,Split,sage,66.67,3,2
6.04,Split,cypher,66.67,3,2
6.04,Split,skye,50.0,4,2
6.04,Split,raze,50.0,4,2
6.04,Split,astra,50.0,4,2
6.04,Split,killjoy,0.0,1,0
6.04,Split,viper,0.0,1,0
6.05,Ascent,raze,100.0,1,1
6.05,Ascent,cypher,100.0,5,5
6.05,Ascent,reyna,66.67,3,2
6.05,Ascent,sova,54.1,61,33
6.05,Ascent,omen,51.56,64,33
6.05,Ascent,kayo,51.52,66,34
6.05,Ascent,jett,49.28,69,34
6.05,Ascent,killjoy,49.15,59,29
6.05,Ascent,fade,33.33,6,2
6.05,Ascent,astra,33.33,6,2
6.05,Ascent,gekko,0.0,3,0
6.05,Ascent,viper,0.0,3,0
6.05,Ascent,sage,0.0,2,0
6.05,Ascent,skye,0.0,2,0
6.05,Fracture,omen,100.0,5,5
6.05,Fracture,skye,71.43,7,5
6.05,Fracture,jett,66.67,9,6
6.05,Fracture,cypher,61.54,13,8
6.05,Fracture,viper,58.33,12,7
6.05,Fracture,raze,54.29,35,19
6.05,Fracture,brimstone,46.67,30,14
6.05,Fracture,breach,45.95,37,17
6.05,Fracture,fade,45.45,11,5
6.05,Fracture,killjoy,40.0,20,8
6.05,Fracture,kayo,40.0,10,4
6.05,Fracture,astra,25.0,4,1
6.05,Fracture,neon,20.0,5,1
6.05,Fracture,sova,0.0,2,0
6.05,Haven,harbor,100.0,2,2
6.05,Haven,viper,100.0,2,2
6.05,Haven,yoru,100.0,1,1
6.05,Haven,skye,71.43,7,5
6.05,Haven,astra,66.67,15,10
6.05,Haven,sova,50.79,63,32
6.05,Haven,killjoy,50.7,71,36
6.05,Haven,jett,50.0,64,32
6.05,Haven,gekko,50.0,4,2
6.05,Haven,raze,50.0,10,5
6.05,Haven,breach,46.97,66,31
6.05,Haven,omen,43.86,57,25
6.05,Haven,kayo,33.33,3,1
6.05,Haven,cypher,33.33,3,1
6.05,Haven,fade,0.0,2,0
6.05,Icebox,skye,66.67,6,4
6.05,Icebox,killjoy,53.85,39,21
6.05,Icebox,jett,53.57,28,15
6.05,Icebox,sage,52.63,19,10
6.05,Icebox,harbor,52.38,21,11
6.05,Icebox,sova,50.0,30,15
6.05,Icebox,viper,50.0,42,21
6.05,Icebox,omen,50.0,4,2
6.05,Icebox,gekko,40.0,5,2
6.05,Icebox,kayo,28.57,14,4
6.05,Icebox,cypher,0.0,2,0
6.05,Lotus,sova,100.0,1,1
6.05,Lotus,fade,100.0,6,6
6.05,Lotus,astra,100.0,1,1
6.05,Lotus,yoru,100.0,1,1
6.05,Lotus,neon,60.0,10,6
6.05,Lotus,kayo,60.0,10,6
6.05,Lotus,killjoy,59.38,32,19
6.05,Lotus,raze,56.25,16,9
6.05,Lotus,omen,50.0,36,18
6.05,Lotus,breach,50.0,12,6
6.05,Lotus,sage,50.0,4,2
6.05,Lotus,chamber,50.0,2,1
6.05,Lotus,viper,47.83,23,11
6.05,Lotus,harbor,42.86,7,3
6.05,Lotus,jett,41.18,17,7
6.05,Lotus,cypher,40.0,5,2
6.05,Lotus,skye,34.38,32,11
6.05,Lotus,gekko,0.0,5,0
6.05,Pearl,cypher,100.0,2,2
6.05,Pearl,phoenix,71.43,7,5
6.05,Pearl,fade,60.0,5,3
6.05,Pearl,kayo,58.82,17,10
6.05,Pearl,jett,54.17,48,26
6.05,Pearl,astra,51.72,29,15
6.05,Pearl,killjoy,50.0,50,25
6.05,Pearl,sage,50.0,4,2
6.05,Pearl,raze,50.0,4,2
6.05,Pearl,sova,50.0,4,2
6.05,Pearl,viper,48.65,37,18
6.05,Pearl,skye,46.67,45,21
6.05,Pearl,harbor,45.95,37,17
6.05,Pearl,gekko,33.33,6,2
6.05,Pearl,neon,0.0,2,0
6.05,Pearl,breach,0.0,2,0
6.05,Pearl,reyna,0.0,1,0
6.05,Split,chamber,100.0,2,2
6.05,Split,omen,81.82,11,9
6.05,Split,killjoy,66.67,3,2
6.05,Split,gekko,60.0,10,6
6.05,Split,cypher,57.69,26,15
6.05,Split,breach,55.56,18,10
6.05,Split,skye,53.06,49,26
6.05,Split,sage,50.0,14,7
6.05,Split,raze,49.02,51,25
6.05,Split,jett,46.43,28,13
6.05,Split,viper,43.75,32,14
6.05,Split,astra,43.14,51,22
6.05,Split,kayo,30.77,13,4
6.05,Split,harbor,0.0,1,0
6.05,Split,yoru,0.0,1,0
6.06,Ascent,astra,66.67,9,6
6.06,Ascent,sage,60.0,5,3
6.06,Ascent,cypher,58.33,12,7
6.06,Ascent,fade,52.94,17,9
6.06,Ascent,jett,52.63,114,60
6.06,Ascent,kayo,50.45,111,56
6.06,Ascent,viper,50.0,16,8
6.06,Ascent,skye,50.0,8,4
6.06,Ascent,sova,48.94,94,46
6.06,Ascent,omen,48.65,111,54
6.06,Ascent,killjoy,48.39,93,45
6.06,Ascent,raze,33.33,3,1
6.06,Ascent,reyna,33.33,3,1
6.06,Ascent,phoenix,0.0,2,0
6.06,Ascent,breach,0.0,2,0
6.06,Fracture,gekko,100.0,1,1
6.06,Fracture,sova,100.0,4,4
6.06,Fracture,skye,85.71,7,6
6.06,Fracture,yoru,80.0,5,4
6.06,Fracture,omen,66.67,9,6
6.06,Fracture,viper,66.67,9,6
6.06,Fracture,kayo,60.0,5,3
6.06,Fracture,cypher,52.94,17,9
6.06,Fracture,killjoy,51.85,27,14
6.06,Fracture,raze,50.0,32,16
6.06,Fracture,jett,50.0,8,4
6.06,Fracture,brimstone,47.22,36,17
6.06,Fracture,breach,47.22,36,17
6.06,Fracture,neon,28.57,7,2
6.06,Fracture,fade,25.0,24,6
6.06,Fracture,reyna,0.0,1,0
6.06,Fracture,phoenix,0.0,1,0
6.06,Fracture,harbor,0.0,1,0
6.06,Haven,gekko,100.0,4,4
6.06,Haven,harbor,100.0,5,5
6.06,Haven,skye,87.5,8,7
6.06,Haven,viper,83.33,6,5
6.06,Haven,astra,66.67,15,10
6.06,Haven,killjoy,52.05,73,38
6.06,Haven,jett,51.35,74,38
6.06,Haven,breach,46.27,67,31
6.06,Haven,sova,43.94,66,29
6.06,Haven,omen,41.07,56,23
6.06,Haven,sage,0.0,1,0
6.06,Haven,raze,0.0,1,0
6.06,Haven,cypher,0.0,2,0
6.06,Haven,chamber,0.0,1,0
6.06,Haven,kayo,0.0,1,0
6.06,Icebox,skye,100.0,5,5
6.06,Icebox,jett,58.33,48,28
6.06,Icebox,harbor,57.69,26,15
6.06,Icebox,killjoy,50.88,57,29
6.06,Icebox,viper,50.0,58,29
6.06,Icebox,sova,46.94,49,23
6.06,Icebox,sage,45.16,31,14
6.06,Icebox,fade,33.33,3,1
6.06,Icebox,omen,16.67,6,1
6.06,Icebox,kayo,0.0,3,0
6.06,Icebox,reyna,0.0,1,0
6.06,Icebox,raze,0.0,2,0
6.06,Icebox,breach,0.0,1,0
6.06,Lotus,gekko,66.67,3,2
6.06,Lotus,astra,66.67,6,4
6.06,Lotus,neon,62.5,16,10
6.06,Lotus,viper,59.52,42,25
6.06,Lotus,fade,58.33,12,7
6.06,Lotus,killjoy,55.32,47,26
6.06,Lotus,raze,55.0,20,11
6.06,Lotus,harbor,50.0,8,4
6.06,Lotus,skye,46.15,39,18
6.06,Lotus,omen,45.83,48,22
6.06,Lotus,jett,45.0,20,9
6.06,Lotus,breach,42.11,19,8
6.06,Lotus,chamber,33.33,3,1
6.06,Lotus,kayo,25.0,8,2
6.06,Lotus,sova,20.0,5,1
6.06,Lotus,cypher,0.0,4,0
6.06,Pearl,gekko,100.0,7,7
6.06,Pearl,kayo,53.33,15,8
6.06,Pearl,harbor,52.17,46,24
6.06,Pearl,viper,51.02,49,25
6.06,Pearl,skye,50.91,55,28
6.06,Pearl,breach,50.0,2,1
6.06,Pearl,killjoy,50.0,60,30
6.06,Pearl,neon,50.0,2,1
6.06,Pearl,jett,50.0,58,29
6.06,Pearl,raze,50.0,4,2
6.06,Pearl,cypher,50.0,2,1
6.06,Pearl,astra,46.15,26,12
6.06,Pearl,phoenix,25.0,4,1
6.06,Pearl,sova,14.29,7,1
6.06,Pearl,fade,0.0,3,0
6.06,Split,phoenix,100.0,2,2
6.06,Split,reyna,100.0,1,1
6.06,Split,kayo,71.43,7,5
6.06,Split,harbor,66.67,3,2
6.06,Split,cypher,55.56,27,15
6.06,Split,jett,55.0,40,22
6.06,Split,skye,53.45,58,31
6.06,Split,omen,52.63,19,10
6.06,Split,sage,50.0,26,13
6.06,Split,astra,50.0,56,28
6.06,Split,viper,50.0,46,23
6.06,Split,raze,44.62,65,29
6.06,Split,breach,38.46,13,5
6.06,Split,killjoy,33.33,9,3
6.06,Split,chamber,25.0,4,1
6.06,Split,gekko,0.0,4,0
6.07,Ascent,astra,100.0,2,2
6.07,Ascent,jett,50.0,6,3
6.07,Ascent,killjoy,50.0,6,3
6.07,Ascent,kayo,50.0,6,3
6.07,Ascent,sova,50.0,6,3
6.07,Ascent,omen,25.0,4,1
6.07,Bind,cypher,100.0,1,1
6.07,Bind,raze,50.0,2,1
6.07,Bind,skye,50.0,2,1
6.07,Bind,brimstone,50.0,2,1
6.07,Bind,viper,50.0,2,1
6.07,Bind,fade,0.0,1,0
6.07,Fracture,skye,100.0,1,1
6.07,Fracture,killjoy,100.0,2,2
6.07,Fracture,jett,100.0,3,3
6.07,Fracture,brimstone,60.0,5,3
6.07,Fracture,breach,60.0,5,3
6.07,Fracture,neon,33.33,3,1
6.07,Fracture,cypher,25.0,4,1
6.07,Fracture,raze,25.0,4,1
6.07,Fracture,viper,0.0,1,0
6.07,Fracture,fade,0.0,1,0
6.07,Fracture,omen,0.0,1,0
6.07,Haven,astra,100.0,1,1
6.07,Haven,sova,50.0,4,2
6.07,Haven,jett,50.0,4,2
6.07,Haven,breach,50.0,4,2
6.07,Haven,killjoy,50.0,4,2
6.07,Haven,omen,33.33,3,1
6.07,Lotus,jett,100.0,1,1
6.07,Lotus,viper,50.0,2,1
6.07,Lotus,skye,50.0,2,1
6.07,Lotus,killjoy,50.0,2,1
6.07,Lotus,omen,50.0,2,1
6.07,Lotus,kayo,0.0,1,0
6.07,Pearl,fade,100.0,1,1
6.07,Pearl,kayo,66.67,3,2
6.07,Pearl,astra,50.0,4,2
6.07,Pearl,gekko,50.0,2,1
6.07,Pearl,killjoy,50.0,6,3
6.07,Pearl,jett,50.0,6,3
6.07,Pearl,harbor,50.0,2,1
6.07,Pearl,skye,33.33,3,1
6.07,Pearl,viper,33.33,3,1
